Datenpunkt ID;Name;ADDR
Schaltzeiten_A1M1_ZP_Donnerstag_06;Schaltzeiten_A1M1_ZP_Donnerstag_06;0x2218
Schaltzeiten_A1M1_ZP_Donnerstag_01;Schaltzeiten_A1M1_ZP_Donnerstag_01;0x2218
Schaltzeiten_A1M1_ZP_Donnerstag_03;Schaltzeiten_A1M1_ZP_Donnerstag_03;0x2218
Schaltzeiten_A1M1_ZP_Donnerstag_05;Schaltzeiten_A1M1_ZP_Donnerstag_05;0x2218
Schaltzeiten_A1M1_ZP_Donnerstag_02;Schaltzeiten_A1M1_ZP_Donnerstag_02;0x2218
Schaltzeiten_A1M1_ZP_Freitag_02;Schaltzeiten_A1M1_ZP_Freitag_02;0x2220
Schaltzeiten_A1M1_ZP_Freitag_05;Schaltzeiten_A1M1_ZP_Freitag_05;0x2220
Schaltzeiten_A1M1_ZP_Freitag_00;Schaltzeiten_A1M1_ZP_Freitag_00;0x2220
Schaltzeiten_A1M1_ZP_Freitag_03;Schaltzeiten_A1M1_ZP_Freitag_03;0x2220
Schaltzeiten_A1M1_ZP_Freitag_04;Schaltzeiten_A1M1_ZP_Freitag_04;0x2220
Schaltzeiten_A1M1_ZP_Freitag_01;Schaltzeiten_A1M1_ZP_Freitag_01;0x2220
Schaltzeiten_A1M1_ZP_Freitag_07;Schaltzeiten_A1M1_ZP_Freitag_07;0x2220
Schaltzeiten_A1M1_ZP_Freitag_06;Schaltzeiten_A1M1_ZP_Freitag_06;0x2220
Schaltzeiten_A1M1_ZP_Samstag_05;Schaltzeiten_A1M1_ZP_Samstag_05;0x2228
Schaltzeiten_A1M1_ZP_Samstag_02;Schaltzeiten_A1M1_ZP_Samstag_02;0x2228
Schaltzeiten_A1M1_ZP_Samstag_03;Schaltzeiten_A1M1_ZP_Samstag_03;0x2228
Schaltzeiten_A1M1_ZP_Samstag_01;Schaltzeiten_A1M1_ZP_Samstag_01;0x2228
Schaltzeiten_A1M1_ZP_Samstag_07;Schaltzeiten_A1M1_ZP_Samstag_07;0x2228
Schaltzeiten_A1M1_ZP_Samstag_00;Schaltzeiten_A1M1_ZP_Samstag_00;0x2228
Schaltzeiten_A1M1_ZP_Samstag_06;Schaltzeiten_A1M1_ZP_Samstag_06;0x2228
Schaltzeiten_A1M1_ZP_Samstag_04;Schaltzeiten_A1M1_ZP_Samstag_04;0x2228
Schaltzeiten_A1M1_ZP_Sonntag_06;Schaltzeiten_A1M1_ZP_Sonntag_06;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_04;Schaltzeiten_A1M1_ZP_Sonntag_04;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_00;Schaltzeiten_A1M1_ZP_Sonntag_00;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_05;Schaltzeiten_A1M1_ZP_Sonntag_05;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_07;Schaltzeiten_A1M1_ZP_Sonntag_07;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_02;Schaltzeiten_A1M1_ZP_Sonntag_02;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_03;Schaltzeiten_A1M1_ZP_Sonntag_03;0x2230
Schaltzeiten_A1M1_ZP_Sonntag_01;Schaltzeiten_A1M1_ZP_Sonntag_01;0x2230
BedienSparbetriebA1M1;Sparbetrieb;0x2302
BedienPartybetriebA1M1;Partybetrieb;0x2303
BedienRTSolltemperaturA1M1;Raumsolltemperatur Normalbetrieb;0x2306
BedienRTSolltemperaturReduziertA1M1;Raumsolltemperatur Reduzierter Betrieb;0x2307
FerienBeginnA1M1;?Ferien Abreisetag;0x2309
FerienEndeA1M1;Ferien Rueckreisetag;0x2311
ExternRTSolltemperaturA1M1;Externe Raumsolltemperatur Normal;0x2321
BedienteilBA_GWGA1;Betriebsart;0x2323
HK_VT_Solltemperatur_A1M1;Vorlaufsolltemperatur;0x2500
HK_AktuelleBetriebsartA1M1;Aktuelle Betriebsart;0x2500
NRF_HK_VT_Solltemperatur_A1M1;Vorlaufsolltemperatur;0x2500
NRF_HK_Frostgefahr_aktivA1M1;Frostgefahr des Heizkreises;0x2500
HK_Frostgefahr_aktivA1M1;Frostgefahr des Heizkreises;0x2500
NRF_HK_RaumsolltemperaturaktuellA1M1;Raumsolltemperatur;0x2500
HK_RaumsolltemperaturaktuellA1M1;Raumsolltemperatur;0x2500
HK_ReglervarianteA1M1;Reglervariante;0x2521
HK_FerienbetriebA1M1;Ferienprogramm;0x2535
VT_SolltemperaturA1M1;Vorlaufsolltemperatur;0x2544
ExtBetriebsartenumschaltung_A1M1;Externe Betriebsartenumschaltung;0x2549
KA0_KonfiKennungFernbedienungA1M1;(A0) Kennung Fernbedienung;0x27A0
KA0_KennungFernbedienungA1M1;Fernbedienung Heizkreis A1;0x27A0
KA2_KonfiSpeichervorrangA1M1;(A2) Speichervorrang;0x27A2
KA3_KonfiFrostgrenzeA1M1;(A3) Frostgrenze;0x27A3
KA3_KonfiFrostgrenzeA1M1_GWG_4;(A3) Frostgrenze;0x27A3
KA3_KonfiFrostgrenzeA1M1_GWG;(A3) Frostgrenze;0x27A3
KA4_KonfiKeineFrostschutzfunktionA1M1;(A4) Frostschutzfunktion;0x27A4
KA5_KonfSommersparSchaltschwelleA1M1;(A5) Sommersparschaltung Schaltschwelle;0x27A5
KA6_KonfiAbsolutSommersparA1M1;(A6) Absolute Sommersparschaltung;0x27A6
KA9_KonfiHKpumpeBeiReduziertA1M1_NR1;(A9) Pumpenstillstand bei Uebergang in reduzierten Betrieb;0x27A9
KA9_KonfiHKpumpeBeiReduziertA1M1;(A9) Pumpenstillstand bei Uebergang in reduzierten Betrieb;0x27A9
KB0_KonfiRaumaufschaltungA1M1;(B0) Raumaufschaltung;0x27B0
KB2_KonfiRaumeinflussA1M1;(B2) Raumeinflussfaktor;0x27B2
NRF_KB5_KonfiRaumSommersparA1M1;(B5) Sommersparschaltung RS;0x27B5
KB5_KonfiRaumSommerspar_GWGA1M1;(B5) Sommersparschaltung RS;0x27B5
NRF_KBB_PufferladevorgangA1M1;(BB) Pufferladevorgang;0x27BB
KC5_KonfiMinimalbegrenzungA1M1;(C5) Vorlauf - Minimalbegrenzung;0x27C5
KC6_KonfiMaxbegrenzung_VT_SollwertA1M1;(C6) Vorlauf - Maximalbegrenzung;0x27C6
KC6_KonfiMaximalbegrenzung_VT_SollwertA1M1;(C6) Vorlauf - Maximalbegrenzung;0x27C6
KD3_KonfiNeigungA1;(D3) Neigung Heizkennlinie;0x27D3
KD3_KonfiNeigungA1D; Neigung Heizkennlinie;0x27D3
KD4_KonfiNiveauA1;(D4) Niveau Heizkennlinie ;0x27D4
KD4_KonfiNiveauA1D;Niveau Heizkennlinie ;0x27D4
KD5_WirkungExtBA_UmschaltungA1M1;(D5) Richtung externe Aufschaltung;0x27D5
KD5_KonfiWirkungExtBA_UmschaltungA1M1;(D5) Wirkung Betriebsartenumschaltung;0x27D5
KE1_KonfiOffsetRT_SolltemperaturA1M1;(E1) Bereich Tagsolltemperatur Fernbedienung;0x27E1
KE2_KonfiRT_KorrekturFernbedienungA1M1;(E2) Raumistwertkorrektur Fernbedienung;0x27E2
KE5_KonfiKennung_D_PumpeA1_GWG;(E5) Kennung Pumpe Heizkreis A1;0x27E5
KE5_KonfiKennung_D_PumpeA1M1_KM;Heizkreispumpe A1;0x27E5
KE6_KonfiMaxDrehzahlA1M1_GWG;(E6) Maximale Drehzahl geregelte Pumpe;0x27E6
KE6_KonfiDPumpeMaxDrehzahlA1M1;(E6) Maximale Drehzahl geregelte Pumpe;0x27E6
KE7_KonfiDPumpeMinDrehzahlA1M1;(E7) Minimale Drehzahl geregelte Pumpe;0x27E7
KE7_KonfiMinDrehzahlA1M1_GWG;(E7) Minimale Drehzahl geregelte Pumpe;0x27E7
KE8_KonfiNebenbetriebA1M1_GWG;(E8) Solldrehzahl Pumpe im Nebenbetrieb;0x27E8
KE8_KonfiDPumpeDrehzahlNebenbetriebA1M1;(E8) Drehzahl Nebenbetrieb geregelte Pumpe;0x27E8
KE9_KonfiDrehzahlReduziertA1M1_GWG;(E9) Reduzierte Drehzahl geregelte Pumpe;0x27E9
KE9_KonfiDPumpeMinDrehzahlReduziertA1M1;(E9) Reduzierte Drehzahl geregelte Pumpe;0x27E9
KF1_KonfiTemperaturprogrammM1;(F1) Estrichfunktion;0x27F1
KF2_KonfiPartyzeitGWGA1;(F2) Zeitbegrenzung Party/ Betriebsartenumschaltung;0x27F2
KF8_KonfiStartModTRSollredA1;(F8) Start Modifizierung Raumsolltemp. red.;0x27F8
KF9_KonfiEndeModTRSollredA1;(F9) Ende Modifizierung Raumsolltemp. red.;0x27F9
KFA_KonfiUeberhoehungVTSollA1;(FA) öberhîhung Vorlaufsolltemperatur;0x27FA
KFB_KonfiDauerUeberhoehungVTSollA1;(FB) Dauer öberhîhung Vorlaufsolltemperatur;0x27FB
Schaltzeiten_M2_HK_Montag_03;Schaltzeiten_M2_HK_Montag_03;0x3000
Schaltzeiten_M2_HK_Montag_05;Schaltzeiten_M2_HK_Montag_05;0x3000
Schaltzeiten_M2_HK_Montag_01;Schaltzeiten_M2_HK_Montag_01;0x3000
Schaltzeiten_M2_HK_Montag_04;Schaltzeiten_M2_HK_Montag_04;0x3000
Schaltzeiten_M2_HK_Montag_07;Schaltzeiten_M2_HK_Montag_07;0x3000
Schaltzeiten_M2_HK_Montag_00;Schaltzeiten_M2_HK_Montag_00;0x3000
Schaltzeiten_M2_HK_Montag_06;Schaltzeiten_M2_HK_Montag_06;0x3000
Schaltzeiten_M2_HK_Montag_02;Schaltzeiten_M2_HK_Montag_02;0x3000
Schaltzeiten_M2_HK_Dienstag_03;Schaltzeiten_M2_HK_Dienstag_03;0x3008
Schaltzeiten_M2_HK_Dienstag_05;Schaltzeiten_M2_HK_Dienstag_05;0x3008
Schaltzeiten_M2_HK_Dienstag_07;Schaltzeiten_M2_HK_Dienstag_07;0x3008
Schaltzeiten_M2_HK_Dienstag_01;Schaltzeiten_M2_HK_Dienstag_01;0x3008
Schaltzeiten_M2_HK_Dienstag_04;Schaltzeiten_M2_HK_Dienstag_04;0x3008
Schaltzeiten_M2_HK_Dienstag_06;Schaltzeiten_M2_HK_Dienstag_06;0x3008
Schaltzeiten_M2_HK_Dienstag_02;Schaltzeiten_M2_HK_Dienstag_02;0x3008
Schaltzeiten_M2_HK_Dienstag_00;Schaltzeiten_M2_HK_Dienstag_00;0x3008
Schaltzeiten_M2_HK_Mittwoch_07;Schaltzeiten_M2_HK_Mittwoch_07;0x3010
Schaltzeiten_M2_HK_Mittwoch_06;Schaltzeiten_M2_HK_Mittwoch_06;0x3010
Schaltzeiten_M2_HK_Mittwoch_00;Schaltzeiten_M2_HK_Mittwoch_00;0x3010
Schaltzeiten_M2_HK_Mittwoch_02;Schaltzeiten_M2_HK_Mittwoch_02;0x3010
Schaltzeiten_M2_HK_Mittwoch_03;Schaltzeiten_M2_HK_Mittwoch_03;0x3010
Schaltzeiten_M2_HK_Mittwoch_01;Schaltzeiten_M2_HK_Mittwoch_01;0x3010
Schaltzeiten_M2_HK_Mittwoch_04;Schaltzeiten_M2_HK_Mittwoch_04;0x3010
Schaltzeiten_M2_HK_Mittwoch_05;Schaltzeiten_M2_HK_Mittwoch_05;0x3010
Schaltzeiten_M2_HK_Donnerstag_06;Schaltzeiten_M2_HK_Donnerstag_06;0x3018
Schaltzeiten_M2_HK_Donnerstag_07;Schaltzeiten_M2_HK_Donnerstag_07;0x3018
Schaltzeiten_M2_HK_Donnerstag_05;Schaltzeiten_M2_HK_Donnerstag_05;0x3018
Schaltzeiten_M2_HK_Donnerstag_01;Schaltzeiten_M2_HK_Donnerstag_01;0x3018
Schaltzeiten_M2_HK_Donnerstag_02;Schaltzeiten_M2_HK_Donnerstag_02;0x3018
Schaltzeiten_M2_HK_Donnerstag_04;Schaltzeiten_M2_HK_Donnerstag_04;0x3018
Schaltzeiten_M2_HK_Donnerstag_00;Schaltzeiten_M2_HK_Donnerstag_00;0x3018
Schaltzeiten_M2_HK_Donnerstag_03;Schaltzeiten_M2_HK_Donnerstag_03;0x3018
Schaltzeiten_M2_HK_Freitag_04;Schaltzeiten_M2_HK_Freitag_04;0x3020
Schaltzeiten_M2_HK_Freitag_01;Schaltzeiten_M2_HK_Freitag_01;0x3020
Schaltzeiten_M2_HK_Freitag_06;Schaltzeiten_M2_HK_Freitag_06;0x3020
Schaltzeiten_M2_HK_Freitag_00;Schaltzeiten_M2_HK_Freitag_00;0x3020
Schaltzeiten_M2_HK_Freitag_02;Schaltzeiten_M2_HK_Freitag_02;0x3020
Schaltzeiten_M2_HK_Freitag_03;Schaltzeiten_M2_HK_Freitag_03;0x3020
Schaltzeiten_M2_HK_Freitag_05;Schaltzeiten_M2_HK_Freitag_05;0x3020
Schaltzeiten_M2_HK_Freitag_07;Schaltzeiten_M2_HK_Freitag_07;0x3020
Schaltzeiten_M2_HK_Samstag_07;Schaltzeiten_M2_HK_Samstag_07;0x3028
Schaltzeiten_M2_HK_Samstag_01;Schaltzeiten_M2_HK_Samstag_01;0x3028
Schaltzeiten_M2_HK_Samstag_03;Schaltzeiten_M2_HK_Samstag_03;0x3028
Schaltzeiten_M2_HK_Samstag_00;Schaltzeiten_M2_HK_Samstag_00;0x3028
Schaltzeiten_M2_HK_Samstag_02;Schaltzeiten_M2_HK_Samstag_02;0x3028
Schaltzeiten_M2_HK_Samstag_05;Schaltzeiten_M2_HK_Samstag_05;0x3028
Schaltzeiten_M2_HK_Samstag_04;Schaltzeiten_M2_HK_Samstag_04;0x3028
Schaltzeiten_M2_HK_Samstag_06;Schaltzeiten_M2_HK_Samstag_06;0x3028
Schaltzeiten_M2_HK_Sonntag_02;Schaltzeiten_M2_HK_Sonntag_02;0x3030
Schaltzeiten_M2_HK_Sonntag_00;Schaltzeiten_M2_HK_Sonntag_00;0x3030
Schaltzeiten_M2_HK_Sonntag_05;Schaltzeiten_M2_HK_Sonntag_05;0x3030
Schaltzeiten_M2_HK_Sonntag_04;Schaltzeiten_M2_HK_Sonntag_04;0x3030
Schaltzeiten_M2_HK_Sonntag_03;Schaltzeiten_M2_HK_Sonntag_03;0x3030
Schaltzeiten_M2_HK_Sonntag_07;Schaltzeiten_M2_HK_Sonntag_07;0x3030
Schaltzeiten_M2_HK_Sonntag_01;Schaltzeiten_M2_HK_Sonntag_01;0x3030
Schaltzeiten_M2_HK_Sonntag_06;Schaltzeiten_M2_HK_Sonntag_06;0x3030
NRF_Schaltzeiten_M2_WW_Montag_06;Schaltzeiten_M2_WW_Montag_06;0x3080
NRF_Schaltzeiten_M2_WW_Montag_05;Schaltzeiten_M2_WW_Montag_05;0x3080
NRF_Schaltzeiten_M2_WW_Montag_03;Schaltzeiten_M2_WW_Montag_03;0x3080
NRF_Schaltzeiten_M2_WW_Montag_01;Schaltzeiten_M2_WW_Montag_01;0x3080
NRF_Schaltzeiten_M2_WW_Montag_00;Schaltzeiten_M2_WW_Montag_00;0x3080
NRF_Schaltzeiten_M2_WW_Montag_07;Schaltzeiten_M2_WW_Montag_07;0x3080
NRF_Schaltzeiten_M2_WW_Montag_04;Schaltzeiten_M2_WW_Montag_04;0x3080
NRF_Schaltzeiten_M2_WW_Montag_02;Schaltzeiten_M2_WW_Montag_02;0x3080
NRF_Schaltzeiten_M2_WW_Dienstag_05;Schaltzeiten_M2_WW_Dienstag_05;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_02;Schaltzeiten_M2_WW_Dienstag_02;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_06;Schaltzeiten_M2_WW_Dienstag_06;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_07;Schaltzeiten_M2_WW_Dienstag_07;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_01;Schaltzeiten_M2_WW_Dienstag_01;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_04;Schaltzeiten_M2_WW_Dienstag_04;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_03;Schaltzeiten_M2_WW_Dienstag_03;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_00;Schaltzeiten_M2_WW_Dienstag_00;0x3088
NRF_Schaltzeiten_M2_WW_Mittwoch_00;Schaltzeiten_M2_WW_Mittwoch_00;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_02;Schaltzeiten_M2_WW_Mittwoch_02;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_06;Schaltzeiten_M2_WW_Mittwoch_06;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_04;Schaltzeiten_M2_WW_Mittwoch_04;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_03;Schaltzeiten_M2_WW_Mittwoch_03;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_05;Schaltzeiten_M2_WW_Mittwoch_05;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_07;Schaltzeiten_M2_WW_Mittwoch_07;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_01;Schaltzeiten_M2_WW_Mittwoch_01;0x3090
NRF_Schaltzeiten_M2_WW_Donnerstag_05;Schaltzeiten_M2_WW_Donnerstag_05;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_03;Schaltzeiten_M2_WW_Donnerstag_03;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_04;Schaltzeiten_M2_WW_Donnerstag_04;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_01;Schaltzeiten_M2_WW_Donnerstag_01;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_00;Schaltzeiten_M2_WW_Donnerstag_00;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_06;Schaltzeiten_M2_WW_Donnerstag_06;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_02;Schaltzeiten_M2_WW_Donnerstag_02;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_07;Schaltzeiten_M2_WW_Donnerstag_07;0x3098
NRF_Schaltzeiten_M2_WW_Freitag_00;Schaltzeiten_M2_WW_Freitag_00;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_01;Schaltzeiten_M2_WW_Freitag_01;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_02;Schaltzeiten_M2_WW_Freitag_02;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_06;Schaltzeiten_M2_WW_Freitag_06;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_04;Schaltzeiten_M2_WW_Freitag_04;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_05;Schaltzeiten_M2_WW_Freitag_05;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_03;Schaltzeiten_M2_WW_Freitag_03;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_07;Schaltzeiten_M2_WW_Freitag_07;0x30A0
NRF_Schaltzeiten_M2_WW_Samstag_02;Schaltzeiten_M2_WW_Samstag_02;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_00;Schaltzeiten_M2_WW_Samstag_00;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_03;Schaltzeiten_M2_WW_Samstag_03;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_04;Schaltzeiten_M2_WW_Samstag_04;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_07;Schaltzeiten_M2_WW_Samstag_07;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_01;Schaltzeiten_M2_WW_Samstag_01;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_06;Schaltzeiten_M2_WW_Samstag_06;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_05;Schaltzeiten_M2_WW_Samstag_05;0x30A8
NRF_Schaltzeiten_M2_WW_Sonntag_06;Schaltzeiten_M2_WW_Sonntag_06;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_03;Schaltzeiten_M2_WW_Sonntag_03;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_00;Schaltzeiten_M2_WW_Sonntag_00;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_01;Schaltzeiten_M2_WW_Sonntag_01;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_02;Schaltzeiten_M2_WW_Sonntag_02;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_04;Schaltzeiten_M2_WW_Sonntag_04;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_05;Schaltzeiten_M2_WW_Sonntag_05;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_07;Schaltzeiten_M2_WW_Sonntag_07;0x30B0
Schaltzeiten_M2_WW_Montag_05;Schaltzeiten_M2_WW_Montag_05;0x3100
Schaltzeiten_M2_WW_Montag_04;Schaltzeiten_M2_WW_Montag_04;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_05;Schaltzeiten_M2_ZP_Montag_05;0x3100
Schaltzeiten_M2_WW_Montag_07;Schaltzeiten_M2_WW_Montag_07;0x3100
Schaltzeiten_M2_WW_Montag_06;Schaltzeiten_M2_WW_Montag_06;0x3100
Schaltzeiten_M2_WW_Montag_02;Schaltzeiten_M2_WW_Montag_02;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_07;Schaltzeiten_M2_ZP_Montag_07;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_06;Schaltzeiten_M2_ZP_Montag_06;0x3100
Schaltzeiten_M2_WW_Montag_03;Schaltzeiten_M2_WW_Montag_03;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_00;Schaltzeiten_M2_ZP_Montag_00;0x3100
Schaltzeiten_M2_WW_Montag_01;Schaltzeiten_M2_WW_Montag_01;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_02;Schaltzeiten_M2_ZP_Montag_02;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_03;Schaltzeiten_M2_ZP_Montag_03;0x3100
Schaltzeiten_M2_WW_Montag_00;Schaltzeiten_M2_WW_Montag_00;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_01;Schaltzeiten_M2_ZP_Montag_01;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_04;Schaltzeiten_M2_ZP_Montag_04;0x3100
NRF_Schaltzeiten_M2_ZP_Dienstag_05;Schaltzeiten_M2_ZP_Dienstag_05;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_01;Schaltzeiten_M2_ZP_Dienstag_01;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_02;Schaltzeiten_M2_ZP_Dienstag_02;0x3108
Schaltzeiten_M2_WW_Dienstag_00;Schaltzeiten_M2_WW_Dienstag_00;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_04;Schaltzeiten_M2_ZP_Dienstag_04;0x3108
Schaltzeiten_M2_WW_Dienstag_03;Schaltzeiten_M2_WW_Dienstag_03;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_03;Schaltzeiten_M2_ZP_Dienstag_03;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_07;Schaltzeiten_M2_ZP_Dienstag_07;0x3108
Schaltzeiten_M2_WW_Dienstag_05;Schaltzeiten_M2_WW_Dienstag_05;0x3108
Schaltzeiten_M2_WW_Dienstag_02;Schaltzeiten_M2_WW_Dienstag_02;0x3108
Schaltzeiten_M2_WW_Dienstag_07;Schaltzeiten_M2_WW_Dienstag_07;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_06;Schaltzeiten_M2_ZP_Dienstag_06;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_00;Schaltzeiten_M2_ZP_Dienstag_00;0x3108
Schaltzeiten_M2_WW_Dienstag_01;Schaltzeiten_M2_WW_Dienstag_01;0x3108
Schaltzeiten_M2_WW_Dienstag_04;Schaltzeiten_M2_WW_Dienstag_04;0x3108
Schaltzeiten_M2_WW_Dienstag_06;Schaltzeiten_M2_WW_Dienstag_06;0x3108
NRF_Schaltzeiten_M2_ZP_Mittwoch_01;Schaltzeiten_M2_ZP_Mittwoch_01;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_02;Schaltzeiten_M2_ZP_Mittwoch_02;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_05;Schaltzeiten_M2_ZP_Mittwoch_05;0x3110
